"Pessoa autorizada a dispor","Tipo de depósito","Posição no depósito","Produto","Descrição produto","Lote","Documento","Data EM","Qtd.entr.UMAlt.","Qtd.saída UMA","Qtd.disponível UMA","Qtd.UMA","Unidade med.altern.","Qtd.disponível UMB","Quantidade","UM básica","Tipo de estoque","Denom.tipo estoque","Moeda","Valor total","Número de UCs","Hr.entr.mercadorias","Nº de quantos","Corr.pos.dep.","Col.posição depósito","Nível pos.dep.","Subdiv.pos.dep.","Bloq.saída depós.","Bloq.entr.depósito","Inv.fís.ativo","Unidade de transporte",
"1012","AEL","HID180902A","89847436","JOELHO 90 SOLD PVC 85MM AMANCO","","","2025-12-19","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","1561.40","0","10:15:06","1","18","09","02","A","","","","",
"1012","AEL","HID180902A","89847513","LUVA SOLD 75MM AMANCO","","","2025-10-03","0","0","18","18","UN","18","18","UN","0L","MM 0020, vendas, livre","BRL","301.50","0","11:47:46","1","18","09","02","A","","","","",
"1012","AEL","HID180902A","89847541","LUVA SOLD PVC 110MM AMANCO","","","2025-10-03","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","578.20","0","11:47:46","1","18","09","02","A","","","","",
"1012","AEL","HID180902A","89847681","TE SOLD 75MM AMANCO","","","2025-10-03","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","784.60","0","11:47:46","1","18","09","02","A","","","","",
"1012","AEL","HID180902A","89847695","TE 90 SOLD PVC 85MM AMANCO","","","2025-12-19","0","0","21","21","UN","21","21","UN","0L","MM 0020, vendas, livre","BRL","1458.66","0","10:15:06","1","18","09","02","A","","","","",
"1012","AEL","HID180902A","89847744","UNIAO SOLD 75MM AMANCO","","","2025-11-10","0","0","5","5","UN","5","5","UN","0L","MM 0020, vendas, livre","BRL","520.65","0","14:38:25","1","18","09","02","A","","","","",
"1012","AEL","HID180903A","89055491","ADAPT ANEL SOLD CX DAGUA 25MM TIGRE","","","2025-10-09","0","0","168","168","UN","168","168","UN","0L","MM 0020, vendas, livre","BRL","1663.20","0","16:22:44","1","18","09","03","A","","","","",
"1012","AEL","HID180903A","89045306","CX DESCARGA BR 6/9L ASTRA","","","2025-11-06","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","1116.80","0","12:39:53","1","18","09","03","A","","","","",
"1012","AEL","HID180903B","89873511","KIT ACIO P/ CAIXA ACOPLADA CASTELO BRA","","","2025-11-02","0","0","35","35","UN","35","35","UN","0L","MM 0020, vendas, livre","BRL","1913.45","0","14:43:03","1","18","09","3","B","","","","",
"1012","AEL","HID180903B","89873721","TORNEIRA BOIA NEO 3/4"" E 1/2" BLUKIT","","","2025-07-08","0","0","250","250","UN","250","250","UN","0L","MM 0020, vendas, livre","BRL","1600.00","0","12:04:53","1","18","09","3","B","","","","",
"1012","AEL","HID181001A","89127780","BOMBA AUTOASP AP-3C MONO 1CV BIV DANCOR","","","2025-11-10","0","0","44","44","UN","44","44","UN","0L","MM 0020, vendas, livre","BRL","29463.72","0","14:01:15","1","18","10","01","A","","","","",
"1012","AEL","HID181001B","89540283","BOMBA AUTOASP ULTRA DA-2 MONO 1/2CV 127V","","","2025-11-10","0","0","98","98","UN","98","98","UN","0L","MM 0020, vendas, livre","BRL","33292.56","0","14:01:28","1","18","10","01","B","","","","",
"1012","AEL","HID181101A","89056716","TE SOLD 50MM TIGRE","","","2026-01-06","0","0","289","289","UN","289","289","UN","0L","MM 0020, vendas, livre","BRL","2187.73","0","13:44:38","1","18","11","01","A","","","","",
"1012","AEL","HID181101A","89104134","BASE VALV DESC 1.1/4 HYDRA MAX","","","2025-01-14","0","0","32","32","UN","32","32","UN","0L","MM 0020, vendas, livre","BRL","4053.12","0","12:06:09","1","18","11","01","A","","","","",
"1012","AEL","HID181101A","89207412","ADAPT ANEL SOLD CX DAGUA 25MM FORTLEV","","","2026-01-26","0","0","500","500","UN","500","500","UN","0L","MM 0020, vendas, livre","BRL","3090.00","0","12:38:27","1","18","11","01","A","","","","",
"1012","AEL","HID181101A","89207636","ADAPT ANEL SOLD CX DAGUA 40MM FORTLEV","","","2026-01-26","0","0","108","108","UN","108","108","UN","0L","MM 0020, vendas, livre","BRL","1395.36","0","12:38:25","1","18","11","01","A","","","","",
"1012","AEL","HID181101A","89289641","CURVA 90 SOLD 50MM FORTLEV","","","2026-01-26","0","0","180","180","UN","180","180","UN","0L","MM 0020, vendas, livre","BRL","1584.00","0","12:38:25","1","18","11","01","A","","","","",
"1012","AEL","HID181102A","89039783","UNIAO SOLD 50MM TIGRE","","","2025-12-16","0","0","50","50","UN","50","50","UN","0L","MM 0020, vendas, livre","BRL","1085.00","0","18:51:24","1","18","11","02","A","","","","",
"1012","AEL","HID181102A","89055533","ADAPT ANEL SOLD CX DAGUA 50MM TIGRE","","","2025-12-16","0","0","26","26","UN","26","26","UN","0L","MM 0020, vendas, livre","BRL","579.54","0","18:51:24","1","18","11","02","A","","","","",
"1012","AEL","HID181102A","89055575","ADAPT SOLD CURTO 25MMX3/4 TIGRE","","","2025-11-13","0","0","1200","1200","UN","1200","1200","UN","0L","MM 0020, vendas, livre","BRL","852.00","0","10:25:15","1","18","11","02","A","","","","",
"1012","AEL","HID181102A","89055610","ADAPT SOLD CURTO 50MMX1.1/2 TIGRE","","","2025-10-28","0","0","200","200","UN","200","200","UN","0L","MM 0020, vendas, livre","BRL","680.00","0","10:34:23","1","18","11","02","A","","","","",
"1012","AEL","HID181102A","89056044","CURVA 90 SOLD 25MM TIGRE","","","2026-01-06","0","0","750","750","UN","750","750","UN","0L","MM 0020, vendas, livre","BRL","1732.50","0","13:44:37","1","18","11","02","A","","","","",
"1012","AEL","HID181102A","89056156","JOELHO 45 SOLD 25MM TIGRE","","","2026-01-06","0","0","680","680","UN","680","680","UN","0L","MM 0020, vendas, livre","BRL","782.00","0","13:44:37","1","18","11","02","A","","","","",
"1012","AEL","HID181102A","89056282","JOELHO 90 SOLD 60MM TIGRE","","","2025-10-09","0","0","153","153","UN","153","153","UN","0L","MM 0020, vendas, livre","BRL","3372.12","0","16:22:51","1","18","11","02","A","","","","",
"1012","AEL","HID181103B","89045306","CX DESCARGA BR 6/9L ASTRA","","","2025-11-06","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","1116.80","0","12:39:53","1","18","11","3","B","","","","",
"1012","AEL","HID181201A","89402866","BOMBA PISCINA PF-17 MONO 1CV 127/220V","","","2026-01-09","0","0","11","11","UN","11","11","UN","0L","MM 0020, vendas, livre","BRL","9332.62","0","11:41:52","1","18","12","01","A","","","","",
"1012","AEL","HID181201B","89289725","JOELHO 90 SOLD 25MM FORTLEV","","","2025-10-02","0","0","4200","4200","UN","4200","4200","UN","0L","MM 0020, vendas, livre","BRL","1428.00","0","09:06:40","1","18","12","01","B","","","","",
"1012","AEL","HID181301A","89111106","FILTRO P/ BEBED CARV ATIV BR 9.3/4","","","2025-11-28","0","0","13","13","UN","13","13","UN","0L","MM 0020, vendas, livre","BRL","768.82","0","08:41:42","1","18","13","01","A","","","","",
"1012","AEL","HID181301A","89111085","FILTRO ENTRADA BIG10 COND 4200L/H HIDROF","","","2025-04-11","0","0","3","3","UN","3","3","UN","0L","MM 0020, vendas, livre","BRL","613.59","0","11:57:39","1","18","13","01","A","","","","",
"1012","AEL","HID181301A","89047231","ACAB VALV DESCARGA UNIV BR ASTRA","","","2026-01-22","0","0","14","14","UN","14","14","UN","0L","MM 0020, vendas, livre","BRL","331.10","0","11:37:53","1","18","13","01","A","","","","",
"1012","AEL","HID181302A","89873721","TORNEIRA BOIA NEO 3/4"" E 1/2" BLUKIT","","","2025-07-08","0","0","96","96","UN","96","96","UN","0L","MM 0020, vendas, livre","BRL","614.40","0","12:04:53","1","18","13","02","A","","","","",
"1012","AEL","HID181303A","89820234","CAIXA DESCARGA BR 6,8/9L TIGRE","","","2026-01-29","0","0","12","12","UN","12","12","UN","0L","MM 0020, vendas, livre","BRL","427.20","0","11:28:21","1","18","13","03","A","","","","",
"1012","AEL","HID181303A","89041785","REG ESF SOLD C/ ANEL PVC 25MM TIGRE","","","2025-11-13","0","0","160","160","UN","160","160","UN","0L","MM 0020, vendas, livre","BRL","1662.40","0","10:25:16","1","18","13","03","A","","","","",
"1012","AEL","HID181303A","89043080","FITA VEDA ROSCA 18MMX50M TIGRE","","","2026-01-06","0","0","1064","1064","UN","1064","1064","UN","0L","MM 0020, vendas, livre","BRL","10991.12","0","13:44:30","1","18","13","03","A","","","","",
"1012","AEL","HID181303A","89111134","FILTRO POU C/ TORN CARVAO ATIV BR 5POL","","","2025-01-17","0","0","5","5","UN","5","5","UN","0L","MM 0020, vendas, livre","BRL","395.80","0","10:59:00","1","18","13","03","A","","","","",
"1012","AEL","HID181303A","89209813","TORN BOIA BALAO PLAST VZ TOT 1/2 AZ GARD","","","2025-01-10","0","0","12","12","UN","12","12","UN","0L","MM 0020, vendas, livre","BRL","519.24","0","16:30:11","1","18","13","03","A","","","","",
"1012","AEL","HID181303A","89209834","TORN BOIA BALAO PLAST VZ TOT 1 AZ GARDEN","","","2025-01-17","0","0","36","36","UN","36","36","UN","0L","MM 0020, vendas, livre","BRL","1574.64","0","16:08:55","1","18","13","03","A","","","","",
"1012","AEL","HID181304A","89056051","CURVA 90 SOLD 32MM TIGRE","","","2025-12-02","0","0","180","180","UN","180","180","UN","0L","MM 0020, vendas, livre","BRL","851.40","0","12:38:41","1","18","13","04","A","","","","",
"1012","AEL","HID181304A","89056184","JOELHO 45 SOLD 50MM TIGRE","","","2025-11-04","0","0","150","150","UN","150","150","UN","0L","MM 0020, vendas, livre","BRL","832.50","0","12:46:19","1","18","13","04","A","","","","",
"1012","AEL","HID181304A","89056555","LUVA SOLD 50MM TIGRE","","","2025-11-04","0","0","192","192","UN","192","192","UN","0L","MM 0020, vendas, livre","BRL","658.56","0","12:46:19","1","18","13","04","A","","","","",
"1012","AEL","HID181304A","89056863","TE RED SOLD 50X25MM TIGRE","","","2025-12-02","0","0","172","172","UN","172","172","UN","0L","MM 0020, vendas, livre","BRL","1374.28","0","12:38:41","1","18","13","04","A","","","","",
"1012","AEL","HID181304A","89102951","VALV ALTERNADORA PRESSAO CX DAGUA CENSI","","","2024-11-22","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","5060.40","0","11:47:23","1","18","13","04","A","","","","",
"1012","AEL","HID181305A","89289634","CURVA 90 SOLD 40MM FORTLEV","","","2025-12-11","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","150.00","0","17:27:32","1","18","13","05","A","","","","",
"1012","AEL","HID181305A","89289760","JOELHO 90 SOLD LR 20MMX1/2 FORTLEV","","","2025-12-11","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","20.20","0","17:27:32","1","18","13","05","A","","","","",
"1012","AEL","HID181305B","89250784","CAIXA PROTECAO PASSEIO PP 1/2 E 3/4 DOAL","","","2025-07-24","0","0","36","36","UN","36","36","UN","0L","MM 0020, vendas, livre","BRL","1477.44","0","11:02:17","1","18","13","05","B","","","","",
"1012","AEL","HID181401A","89647572","MANG POLIETILENO PONTA AZUL 1 COFLEX","","","2026-01-07","0","0","700","700","M","700","700","M","0L","MM 0020, vendas, livre","BRL","2520.00","0","07:57:07","1","18","14","01","A","","","","",
"1012","AEL","HID181401B","89824434","MANG JARDIM ANTITORC 1/2"" 25M TRAMONTINA","","","2025-12-15","0","0","48","48","UN","48","48","UN","0L","MM 0020, vendas, livre","BRL","5489.76","0","11:19:09","1","18","14","01","B","","","","",
"1012","AEL","HID181501A","89847156","BUCHA RED SOLD CURTA PVC 85X75MM AMANCO","","","2025-11-03","0","0","1","1","UN","1","1","UN","0L","MM 0020, vendas, livre","BRL","10.52","0","15:48:58","1","18","15","01","A","","","","",
"1012","AEL","HID181501A","89041834","REG ESF SOLD C/ ANEL PVC 50MM TIGRE","","","2026-01-17","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","203.60","0","10:16:16","1","18","15","01","A","","","","",
"1012","AEL","HID181501A","89568010","REG ESF SOLD COMP PVC 60MM KRONA","","","2025-10-14","0","0","32","32","UN","32","32","UN","0L","MM 0020, vendas, livre","BRL","711.36","0","10:16:05","1","18","15","01","A","","","","",
"1012","AEL","HID181501A","89564342","HIDROMETRO MULTJ 10M3/H QN5,0 1 260 MET","","","2026-01-19","0","0","2","2","UN","2","2","UN","0L","MM 0020, vendas, livre","BRL","541.46","0","15:18:48","1","18","15","01","A","","","","",
"1012","AEL","HID181501A","89564104","HIDROMETRO MULTJ 20M3/H QN10 1.1/2 MET","","","2026-01-19","0","0","3","3","UN","3","3","UN","0L","MM 0020, vendas, livre","BRL","1779.33","0","15:18:48","1","18","15","01","A","","","","",
"1012","AEL","HID181501A","89440456","TUBO DESCARGA SOBREPOR 40MMX1,60M AMANCO","","","2025-07-28","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","232.60","0","10:50:11","1","18","15","01","A","","","","",
"1012","AEL","HID181502A","89466895","RALO LINEAR GRELHA CEGA INOX 50CM ESTR","","","2025-12-15","0","0","5","5","UN","5","5","UN","0L","MM 0020, vendas, livre","BRL","454.60","0","13:40:14","1","18","15","02","A","","","","",
"1012","AEL","HID181502A","89497940","CAIXA PROTECAO CEDAE N-02 DOAL","","","2025-04-08","0","0","6","6","UN","6","6","UN","0L","MM 0020, vendas, livre","BRL","506.16","0","09:39:49","1","18","15","02","A","","","","",
"1012","AEL","HID181502A","89715556","EXTINTOR CO2 CLASSE B 6KG MOCELIN","","","2025-01-22","0","0","3","3","UN","3","3","UN","0L","MM 0020, vendas, livre","BRL","1558.59","0","08:17:59","1","18","15","02","A","","","","",
"1012","AEL","HID181502A","89041645","REG ESF SOLD COMP PVC 32MM TIGRE","","","2025-12-16","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","577.20","0","18:51:41","1","18","15","02","A","","","","",
"1012","AEL","HID181502A","89041666","REG ESF SOLD COMP PVC 50MM TIGRE","","","2025-12-16","0","0","125","125","UN","125","125","UN","0L","MM 0020, vendas, livre","BRL","2492.50","0","18:51:43","1","18","15","02","A","","","","",
"1012","AEL","HID181502A","89183024","PROLONG CURTO MF ZAMAC CR 1/2 GARDEN","","","2025-05-29","0","0","100","100","UN","100","100","UN","0L","MM 0020, vendas, livre","BRL","408.00","0","14:36:26","1","18","15","02","A","","","","",
"1012","AEL","HID181502A","89301205","TUBETE OITAVADO CURTO PP 3/4 DOAL","","","2025-09-17","0","0","120","120","UN","120","120","UN","0L","MM 0020, vendas, livre","BRL","91.20","0","06:14:27","1","18","15","02","A","","","","",
"1012","AEL","HID181503A","89301142","PORCA PP SEXTAVADA 1 DOAL","","","2025-07-24","0","0","200","200","UN","200","200","UN","0L","MM 0020, vendas, livre","BRL","302.00","0","11:02:15","1","18","15","03","A","","","","",
"1012","AEL","HID181503A","89301205","TUBETE OITAVADO CURTO PP 3/4 DOAL","","","2025-07-24","0","0","140","140","UN","140","140","UN","0L","MM 0020, vendas, livre","BRL","106.40","0","11:02:15","1","18","15","03","A","","","","",
"1012","AEL","HID181503A","89055631","ADAPT SOLD CURTO 60MMX2 TIGRE","","","2026-01-17","0","0","192","192","UN","192","192","UN","0L","MM 0020, vendas, livre","BRL","2236.80","0","10:38:47","1","18","15","03","A","","","","",
"1012","AEL","HID181503A","89041666","REG ESF SOLD COMP PVC 50MM TIGRE","","","2026-01-06","0","0","75","75","UN","75","75","UN","0L","MM 0020, vendas, livre","BRL","1495.50","0","13:44:32","1","18","15","03","A","","","","",
"1012","AEL","HID181503A","89039783","UNIAO SOLD 50MM TIGRE","","","2025-11-25","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","1302.00","0","13:25:30","1","18","15","03","A","","","","",
"1012","AEL","HID181503A","89808271","REG ESF SOLD COMP PVC 75MM KRONA","","","2025-08-25","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","4136.40","0","11:13:38","1","18","15","03","A","","","","",
"1012","AEL","HID181504A","89250581","KIT CAVALETE EXTERNO HIDR BR 3/4 DOAL","","","2024-09-25","0","0","7","7","UN","7","7","UN","0L","MM 0020, vendas, livre","BRL","487.20","0","11:21:53","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89056870","TE RED SOLD 50X32MM TIGRE","","","2026-01-06","0","0","24","24","UN","24","24","UN","0L","MM 0020, vendas, livre","BRL","372.72","0","13:43:56","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89056723","TE SOLD 60MM TIGRE","","","2026-01-06","0","0","100","100","UN","100","100","UN","0L","MM 0020, vendas, livre","BRL","2428.00","0","13:44:38","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89056576","LUVA SOLD 60MM TIGRE","","","2026-01-06","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","824.40","0","13:43:46","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89056555","LUVA SOLD 50MM TIGRE","","","2026-01-06","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","205.80","0","13:44:38","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89056275","JOELHO 90 SOLD 50MM TIGRE","","","2025-09-09","0","0","75","75","UN","75","75","UN","0L","MM 0020, vendas, livre","BRL","294.00","0","14:59:42","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89056086","CURVA 90 SOLD 60MM TIGRE","","","2025-12-16","0","0","24","24","UN","24","24","UN","0L","MM 0020, vendas, livre","BRL","632.16","0","18:51:25","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89056072","CURVA 90 SOLD 50MM TIGRE","","","2026-01-29","0","0","250","250","UN","250","250","UN","0L","MM 0020, vendas, livre","BRL","2422.50","0","11:28:18","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89056030","CURVA 90 SOLD 20MM TIGRE","","","2025-12-16","0","0","120","120","UN","120","120","UN","0L","MM 0020, vendas, livre","BRL","264.00","0","18:51:46","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89055722","BUCHA RED SOLD CURTA 60X50MM TIGRE","","","2025-12-16","0","0","125","125","UN","125","125","UN","0L","MM 0020, vendas, livre","BRL","893.75","0","18:51:33","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89055715","BUCHA RED SOLD CURTA 50X40MM TIGRE","","","2025-12-16","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","228.00","0","18:51:46","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89055631","ADAPT SOLD CURTO 60MMX2 TIGRE","","","2026-01-06","0","0","84","84","UN","84","84","UN","0L","MM 0020, vendas, livre","BRL","978.60","0","13:43:46","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89055610","ADAPT SOLD CURTO 50MMX1.1/2 TIGRE","","","2025-12-16","0","0","190","190","UN","190","190","UN","0L","MM 0020, vendas, livre","BRL","646.00","0","18:51:26","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89055540","ADAPT ANEL SOLD CX DAGUA 60MM TIGRE","","","2025-12-16","0","0","12","12","UN","12","12","UN","0L","MM 0020, vendas, livre","BRL","595.20","0","18:51:46","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89055533","ADAPT ANEL SOLD CX DAGUA 50MM TIGRE","","","2025-09-02","0","0","46","46","UN","46","46","UN","0L","MM 0020, vendas, livre","BRL","1025.34","0","14:58:50","1","18","15","04","A","","","","",
"1012","AEL","HID181504A","89610794","REG ESF SOLD C/ ANEL PVC 60MM FORTLEV","","","2025-09-17","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","626.10","0","06:14:27","1","18","15","04","A","","","","",
"1012","AEL","HID181505A","89250784","CAIXA PROTECAO PASSEIO PP 1/2 E 3/4 DOAL","","","2025-08-14","0","0","42","42","UN","42","42","UN","0L","MM 0020, vendas, livre","BRL","1723.68","0","12:24:10","1","18","15","05","A","","","","",
"1012","AEL","HID181505B","89042093","ADESIVO PLAST PVC FRASCO 175G TIGRE","","","2025-12-16","0","0","900","900","UN","900","900","UN","0L","MM 0020, vendas, livre","BRL","8271.00","0","18:51:45","1","18","15","05","B","","","","",
"1012","AEL","HID181601A","89424195","LUVA CORRER SOLD 75MM PBA TIGRE","","","2025-03-27","0","0","190","190","UN","190","190","UN","0L","MM 0020, vendas, livre","BRL","9446.80","0","12:56:57","1","18","16","01","A","","","","",
"1012","AEL","HID181601B","89056275","JOELHO 90 SOLD 50MM TIGRE","","","2025-12-02","0","0","960","960","UN","960","960","UN","0L","MM 0020, vendas, livre","BRL","3763.20","0","12:38:41","1","18","16","01","B","","","","",
"1012","AEL","HID200101A","89276705","BOMBA SUB 700L 70MCA 127V 1 ANAU900 5G","","","2026-01-15","0","0","11","11","UN","11","11","UN","0L","MM 0020, vendas, livre","BRL","3864.30","0","11:28:00","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89047644","CURVA 90 CPVC DN22 TIGRE","","","2025-12-16","0","0","240","240","UN","240","240","UN","0L","MM 0020, vendas, livre","BRL","1080.00","0","18:51:45","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89047595","TE CPVC DN22 TIGRE","","","2025-09-09","0","0","240","240","UN","240","240","UN","0L","MM 0020, vendas, livre","BRL","756.00","0","14:59:42","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89044592","BOIA DE NIVEL AUTOMATICA 15A 1,5M ANAUGE","","","2025-12-16","0","0","132","132","UN","132","132","UN","0L","MM 0020, vendas, livre","BRL","3037.32","0","09:45:11","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89643743","BOMBA SUBMERSIV AGUA DS-5 1/2CV 127V","","","2025-11-10","0","0","3","3","UN","3","3","UN","0L","MM 0020, vendas, livre","BRL","935.46","0","14:01:25","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89524225","CONECTOR TRANS FM CPVC DN35X1.1/4 TIGRE","","","2025-08-07","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","1149.60","0","12:43:25","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89524085","BUCHA RED CPVC DN54X28 TIGRE","","","2025-08-21","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","393.80","0","11:38:33","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89523735","JOELHO 45 CPVC DN54 TIGRE","","","2025-08-12","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","681.40","0","10:48:07","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89523693","CURVA TRANSPOSICAO CPVC DN22 TIGRE","","","2025-11-13","0","0","50","50","UN","50","50","UN","0L","MM 0020, vendas, livre","BRL","352.50","0","10:25:14","1","20","01","01","A","","","","",
"1012","AEL","HID200101A","89540304","BOMBA CENTRI CP-4R MONO 1/2CV 127/220V","","","2025-12-16","0","0","6","6","UN","6","6","UN","0L","MM 0020, vendas, livre","BRL","2275.68","0","10:13:49","1","20","01","01","A","","","","",
"1012","AEL","HID200102A","89044123","ADESIVO PLAST CPVC FRASCO 175G TIGRE","","","2025-10-09","0","0","80","80","UN","80","80","UN","0L","MM 0020, vendas, livre","BRL","1879.20","0","16:22:51","1","20","01","02","A","","","","",
"1012","AEL","HID200102A","89867155","BOMBA AUTOASPIRA WMA75H 3/4CV 127V CLAW","","","2026-01-09","0","0","9","9","UN","9","9","UN","0L","MM 0020, vendas, livre","BRL","2835.54","0","10:21:26","1","20","01","02","A","","","","",
"1012","AEL","HID200102A","89470332","BOMBA SUB 400L 50MCA 127V 3/4 BLUMA 5.0","","","2026-01-13","0","0","34","34","UN","34","34","UN","0L","MM 0020, vendas, livre","BRL","5265.92","0","09:50:02","1","20","01","02","A","","","","",
"1012","AEL","HID200102A","89540311","BOMBA CENTRI ULTRA DC-4 MONO 1/2CV 127V","","","2025-03-24","0","0","4","4","UN","4","4","UN","0L","MM 0020, vendas, livre","BRL","1139.40","0","10:35:55","1","20","01","02","A","","","","",
"1012","AEL","HID200102A","89822824","BOMBA AUTOASP WMPA37H 1/2CV 127V CLAW","","","2025-04-24","0","0","6","6","UN","6","6","UN","0L","MM 0020, vendas, livre","BRL","1129.20","0","08:39:53","1","20","01","02","A","","","","",
"1012","AEL","HID200102A","89821445","BOMBA CENTRI WMCM 158H 127V CLAW","","","2025-12-11","0","0","6","6","UN","6","6","UN","0L","MM 0020, vendas, livre","BRL","1770.24","0","09:36:53","1","20","01","02","A","","","","",
"1012","AEL","HID200102A","89821410","BOMBA CENTRI WMCM130H 127V CLAW","","","2025-11-19","0","0","7","7","UN","7","7","UN","0L","MM 0020, vendas, livre","BRL","1491.35","0","09:56:50","1","20","01","02","A","","","","",
"1012","AEL","HID200102A","89821172","BOMBA AUTOASP WMA150H 127V CLAW","","","2026-01-09","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","4041.10","0","10:21:08","1","20","01","02","A","","","","",
"1012","AEL","HID200102A","89821123","BOMBA AUTOASP WMA50H 127V CLAW","","","2026-01-09","0","0","2","2","UN","2","2","UN","0L","MM 0020, vendas, livre","BRL","540.42","0","10:21:25","1","20","01","02","A","","","","",
"1012","AEL","HID200201A","89821186","BOMBA AUTOASP WMA200H 127V CLAW","","410000515699","2026-02-02","8","0","0","0","UN","0","0","UN","0L","MM 0020, vendas, livre","BRL","0","0","10:06:46","0","20","02","01","A","","","","",
"1012","AEL","HID200301A","89821172","BOMBA AUTOASP WMA150H 127V CLAW","","","2026-01-09","0","0","19","19","UN","19","19","UN","0L","MM 0020, vendas, livre","BRL","7678.09","0","10:21:21","1","20","03","01","A","","","","",
"1012","AEL","HID200301A","89821186","BOMBA AUTOASP WMA200H 127V CLAW","","","2026-01-09","0","0","6","6","UN","6","6","UN","0L","MM 0020, vendas, livre","BRL","3952.68","0","10:21:25","1","20","03","01","A","","","","",
"1012","AEL","HID200301A","89896912","REG BOIA NIV 15A CB-2001 1,5M MARGIRIUS","","","2025-12-11","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","787.20","0","11:27:32","1","20","03","01","A","","","","",
"1012","AEL","HID200301A","89127794","BOMBA AUTOASP AP-3C 2CV BIVOLT DANCOR","","","2026-01-09","0","0","2","2","UN","2","2","UN","0L","MM 0020, vendas, livre","BRL","2068.56","0","11:41:56","1","20","03","01","A","","","","",
"1012","AEL","HID200302A","89821305","BOMBA SUBMERSIV AGUA WMSAT1.5-16H CLAW","","","2025-11-19","0","0","2","2","UN","2","2","UN","0L","MM 0020, vendas, livre","BRL","629.26","0","09:56:51","1","20","03","02","A","","","","",
"1012","AEL","HID200302A","89821354","BOMBA SUBMERSIV DREN WMSE-550H 127V CLAW","","","2026-01-12","0","0","8","8","UN","8","8","UN","0L","MM 0020, vendas, livre","BRL","4760.96","0","09:34:25","1","20","03","02","A","","","","",
"1012","AEL","HID200302A","89643785","CONTROLADOR PRES JET PRESSURE BIV 60HZ","","","2024-12-16","0","0","4","4","UN","4","4","UN","0L","MM 0020, vendas, livre","BRL","566.00","0","13:05:40","1","20","03","02","A","","","","",
"1012","AEL","HID200401A","89795811","PASTILHA CLORO 3X1 200G HTH","","","2026-01-26","0","0","480","480","UN","480","480","UN","0L","MM 0020, vendas, livre","BRL","2414.40","0","16:31:15","1","20","04","01","A","","","","",
"1012","AEL","HID200401B","89127794","BOMBA AUTOASP AP-3C 2CV BIVOLT DANCOR","","","2025-11-10","0","0","15","15","UN","15","15","UN","0L","MM 0020, vendas, livre","BRL","15514.20","0","14:01:18","1","20","04","01","B","","","","",
