"Pessoa autorizada a dispor","Tipo de depósito","Posição no depósito","Produto","Descrição produto","Lote","Documento","Data EM","Qtd.entr.UMAlt.","Qtd.saída UMA","Qtd.disponível UMA","Qtd.UMA","Unidade med.altern.","Qtd.disponível UMB","Quantidade","UM básica","Tipo de estoque","Denom.tipo estoque","Moeda","Valor total","Número de UCs","Hr.entr.mercadorias","Nº de quantos","Corr.pos.dep.","Col.posição depósito","Nível pos.dep.","Subdiv.pos.dep.","Bloq.saída depós.","Bloq.entr.depósito","Inv.fís.ativo","Unidade de transporte",
"1012","AEL","HID160101A","89540220","CAIXA SIFONADA QUAD BR 100X100X50MM KRON","","","2026-01-02","0","0","36","36","UN","36","36","UN","0L","MM 0020, vendas, livre","BRL","258.84","0","15:15:07","1","16","01","01","A","","","","",
"1012","AEL","HID160101A","89540255","SIFAO EXT UNIVERSAL DUPLO BR KRONA","","","2026-01-02","0","0","84","84","UN","84","84","UN","0L","MM 0020, vendas, livre","BRL","868.56","0","15:15:07","1","16","01","01","A","","","","",
"1012","AEL","HID160101A","89046713","SIFAO COPO EXT UNIVERSAL BR ASTRA","","","2026-01-28","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","500.40","0","08:40:46","1","16","01","01","A","","","","",
"1012","AEL","HID160101A","89046720","SIFAO COPO EXT UNIVERSAL CR ASTRA","","","2025-12-01","0","0","30","30","UN","30","30","UN","0L","MM 0020, vendas, livre","BRL","646.50","0","16:33:06","1","16","01","01","A","","","","",
"1012","AEL","HID160102A","89540241","SIFAO EXT UNIVERSAL LONGO BR 1,5M KRONA","","","2026-01-07","0","0","210","210","UN","210","210","UN","0L","MM 0020, vendas, livre","BRL","1707.30","0","11:26:30","1","16","01","02","A","","","","",
"1012","AEL","HID160103A","89840324","TE MACHO GÁS 20MMX3/4 PRENSAR EMMETI","","","2025-10-24","0","0","1","1","UN","1","1","UN","0L","MM 0020, vendas, livre","BRL","21.90","0","14:38:21","1","16","01","03","A","","","","",
"1012","AEL","HID160201A","89873721","TORNEIRA BOIA NEO 3/4"" E 1/2" BLUKIT","","","2025-06-05","0","0","502","502","UN","502","502","UN","0L","MM 0020, vendas, livre","BRL","3212.80","0","09:13:57","1","16","02","01","A","","","","",
"1012","AEL","HID160301A","89629365","SIFAO COPO EXT UNIVERSAL PT ASTRA","","","2026-01-28","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","428.40","0","08:40:46","1","16","03","01","A","","","","",
"1012","AEL","HID160301A","89470493","VALV LAV MET CB BD TP PLA 1(7/8) BOGNAR","","","2025-11-28","0","0","120","120","UN","120","120","UN","0L","MM 0020, vendas, livre","BRL","1688.40","0","16:35:40","1","16","03","01","A","","","","",
"1012","AEL","HID160301A","89611284","PARAFUSO VASO E BIDE B10 80MM INOX BOGNA","","","2025-11-28","0","0","480","480","UN","480","480","UN","0L","MM 0020, vendas, livre","BRL","2486.40","0","16:35:43","1","16","03","01","A","","","","",
"1012","AEL","HID160302A","89745166","BOLSA LIGACAO VASO EXCENT PT ASTRA","","","2025-12-01","0","0","39","39","UN","39","39","UN","0L","MM 0020, vendas, livre","BRL","433.68","0","16:33:06","1","16","03","02","A","","","","",
"1012","AEL","HID160302A","89273205","SIFAO COPO EXT UNIVERSAL BR TIGRE","","","2026-01-29","0","0","100","100","UN","100","100","UN","0L","MM 0020, vendas, livre","BRL","1388.00","0","11:28:21","1","16","03","02","A","","","","",
"1012","AEL","HID160303B","89824413","TE ESPIGÃO 1/2"" TRAMONTINA","","","2025-12-29","0","0","2","2","UN","2","2","UN","0L","MM 0020, vendas, livre","BRL","2.84","0","09:08:48","1","16","03","03","B","","","","",
"1012","AEL","HID160401A","89873546","KIT ACIO DUPLO P/CAIXA ACOPLADA BLUKIT","","","2025-06-05","0","0","144","144","UN","144","144","UN","0L","MM 0020, vendas, livre","BRL","14510.88","0","09:14:02","1","16","04","01","A","","","","",
"1012","AEL","HID160401B","89567373","CAIXA SIFONADA QUAD BR 150X150X50MM KRON","","","2026-01-02","0","0","72","72","UN","72","72","UN","0L","MM 0020, vendas, livre","BRL","1663.20","0","15:15:18","1","16","04","01","B","","","","",
"1012","AEL","HID160401B","89567380","CAIXA SIFONADA RED BR 150X150X50MM KRONA","","","2026-01-02","0","0","18","18","UN","18","18","UN","0L","MM 0020, vendas, livre","BRL","435.96","0","15:15:18","1","16","04","01","B","","","","",
"1012","AEL","HID160401B","89567394","CAIXA SIFONADA QUAD BR 150X185X75MM KRON","","","2026-01-02","0","0","12","12","UN","12","12","UN","0L","MM 0020, vendas, livre","BRL","319.80","0","15:15:18","1","16","04","01","B","","","","",
"1012","AEL","HID160501A","89273205","SIFAO COPO EXT UNIVERSAL BR TIGRE","","","2026-01-20","0","0","70","70","UN","70","70","UN","0L","MM 0020, vendas, livre","BRL","971.60","0","11:20:07","1","16","05","01","A","","","","",
"1012","AEL","HID160501A","89273114","VALV TANQUE PLAST TAMPA PLAS BR 1.1/4","","","2026-01-06","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","541.80","0","13:44:31","1","16","05","01","A","","","","",
"1012","AEL","HID160501A","89183304","VALV PIA AMERICANA PLAST CR 3.1/2 OVERTI","","","2026-01-30","0","0","50","50","UN","50","50","UN","0L","MM 0020, vendas, livre","BRL","261.50","0","08:21:36","1","16","05","01","A","","","","",
"1012","AEL","HID160501A","89104155","VALV PIA AMERICANA METAL 3.1/2 DECA","","","2024-11-12","0","0","21","21","UN","21","21","UN","0L","MM 0020, vendas, livre","BRL","1739.43","0","10:47:46","1","16","05","01","A","","","","",
"1012","AEL","HID160501A","89046713","SIFAO COPO EXT UNIVERSAL BR ASTRA","","","2025-12-12","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","83.40","0","09:00:01","1","16","05","01","A","","","","",
"1012","AEL","HID160501A","89700401","SIFAO EXT UNIVERSAL LONGO BR 2M CENSI","","","2026-01-29","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","233.40","0","10:44:33","1","16","05","01","A","","","","",
"1012","AEL","HID160501A","89688620","VALV PIA AMERICANA INOX 3.1/2 TRAMONTINA","","","2025-11-30","0","0","50","50","UN","50","50","UN","0L","MM 0020, vendas, livre","BRL","999.00","0","14:25:23","1","16","05","01","A","","","","",
"1012","AEL","HID160501A","89540255","SIFAO EXT UNIVERSAL DUPLO BR KRONA","","","2026-01-14","0","0","12","12","UN","12","12","UN","0L","MM 0020, vendas, livre","BRL","124.08","0","12:48:44","1","16","05","01","A","","","","",
"1012","AEL","HID160501A","89540220","CAIXA SIFONADA QUAD BR 100X100X50MM KRON","","","2026-01-02","0","0","36","36","UN","36","36","UN","0L","MM 0020, vendas, livre","BRL","258.84","0","15:15:07","1","16","05","01","A","","","","",
"1012","AEL","HID160502A","89273163","SIFAO EXT UNIVERSAL BR TIGRE","","","2025-10-23","0","0","200","200","UN","200","200","UN","0L","MM 0020, vendas, livre","BRL","834.00","0","15:53:40","1","16","05","02","A","","","","",
"1012","AEL","HID160502A","89233865","ANEL VED VASO C/ GUIA PULVITEC","","","2025-11-09","0","0","72","72","UN","72","72","UN","0L","MM 0020, vendas, livre","BRL","196.56","0","13:41:04","1","16","05","02","A","","","","",
"1012","AEL","HID160502A","89183304","VALV PIA AMERICANA PLAST CR 3.1/2 OVERTI","","","2025-09-19","0","0","150","150","UN","150","150","UN","0L","MM 0020, vendas, livre","BRL","784.50","0","07:47:42","1","16","05","02","A","","","","",
"1012","AEL","HID160502A","89183276","RALO JAPONES LAV E TANQUE INOX 7/8","","","2026-01-30","0","0","240","240","UN","240","240","UN","0L","MM 0020, vendas, livre","BRL","444.00","0","08:21:36","1","16","05","02","A","","","","",
"1012","AEL","HID160502A","89183255","RALO JAPONES PIA VALV AME INOX 3.1/2","","","2025-06-20","0","0","200","200","UN","200","200","UN","0L","MM 0020, vendas, livre","BRL","432.00","0","16:36:59","1","16","05","02","A","","","","",
"1012","AEL","HID160502A","89745166","BOLSA LIGACAO VASO EXCENT PT ASTRA","","","2026-01-28","0","0","19","19","UN","19","19","UN","0L","MM 0020, vendas, livre","BRL","211.28","0","08:40:50","1","16","05","02","A","","","","",
"1012","AEL","HID160502A","89783190","GRELHA FEC AUT MAX QUAD ABS CR DN100 EST","","","2024-09-09","0","0","100","100","UN","100","100","UN","0L","MM 0020, vendas, livre","BRL","1042.00","0","09:40:13","1","16","05","02","A","","","","",
"1012","AEL","HID160503A","89540262","SIFAO EXT UNIVERSAL BR KRONA","","","2025-09-19","0","0","432","432","UN","432","432","UN","0L","MM 0020, vendas, livre","BRL","1637.28","0","07:47:42","1","16","05","03","A","","","","",
"1012","AEL","HID160503A","89572014","GRELHA ABRE FEC QUAD INOX DN100 BOGNAR","","","2025-11-28","0","0","90","90","UN","90","90","UN","0L","MM 0020, vendas, livre","BRL","403.20","0","16:35:48","1","16","05","03","A","","","","",
"1012","AEL","HID160503A","89042233","CORPO CAIXA SIFONADA 100X100X50MM TIGRE","","","2025-10-23","0","0","84","84","UN","84","84","UN","0L","MM 0020, vendas, livre","BRL","1166.76","0","15:53:41","1","16","05","03","A","","","","",
"1012","AEL","HID160504A","89109524","ANEL VED VASO C/ GUIA CENSI","","","2025-12-04","0","0","120","120","UN","120","120","UN","0L","MM 0020, vendas, livre","BRL","674.40","0","13:59:00","1","16","05","04","A","","","","",
"1012","AEL","HID160505A","89289424","JOELHO 90 ESG SN PVC DN50 FORTLEV","","","2025-10-31","0","0","175","175","UN","175","175","UN","0L","MM 0020, vendas, livre","BRL","255.50","0","15:16:58","1","16","05","05","A","","","","",
"1012","AEL","HID160601A","89290173","CURVA 90 CURTA ESG SN PVC DN100 FORTLEV","","","2025-10-13","0","0","80","80","UN","80","80","UN","0L","MM 0020, vendas, livre","BRL","1000.00","0","12:49:03","1","16","06","01","A","","","","",
"1012","AEL","HID160701A","89540220","CAIXA SIFONADA QUAD BR 100X100X50MM KRON","","","2026-01-08","0","0","142","142","UN","142","142","UN","0L","MM 0020, vendas, livre","BRL","1020.98","0","20:22:36","1","16","07","01","A","","","","",
"1012","AEL","HID160701A","89040084","JOELHO 45 ESG SN PVC DN75 TIGRE","","","2025-11-04","0","0","45","45","UN","45","45","UN","0L","MM 0020, vendas, livre","BRL","235.80","0","12:46:21","1","16","07","01","A","","","","",
"1012","AEL","HID160701A","89290173","CURVA 90 CURTA ESG SN PVC DN100 FORTLEV","","","2025-12-11","0","0","30","30","UN","30","30","UN","0L","MM 0020, vendas, livre","BRL","375.00","0","17:32:26","1","16","07","01","A","","","","",
"1012","AEL","HID160701A","89289326","TE RED ESG SN PVC DN100X50 FORTLEV","","","2026-01-12","0","0","30","30","UN","30","30","UN","0L","MM 0020, vendas, livre","BRL","234.90","0","16:44:33","1","16","07","01","A","","","","",
"1012","AEL","HID160702A","89289305","TE ESG SN PVC DN50 FORTLEV","","","2026-01-09","0","0","400","400","UN","400","400","UN","0L","MM 0020, vendas, livre","BRL","1380.00","0","09:48:41","1","16","07","02","A","","","","",
"1012","AEL","HID160702A","89289585","LUVA SIMPLES ESG SN PVC DN75 FORTLEV","","","2026-01-09","0","0","140","140","UN","140","140","UN","0L","MM 0020, vendas, livre","BRL","435.40","0","09:48:30","1","16","07","02","A","","","","",
"1012","AEL","HID160703A","89572056","GRELHA AF CAIX QUAD INOX DN100 BOGNAR","","","2025-11-28","0","0","12","12","UN","12","12","UN","0L","MM 0020, vendas, livre","BRL","98.76","0","16:35:43","1","16","07","03","A","","","","",
"1012","AEL","HID160801B","89289410","JOELHO 90 ESG SN PVC DN100 FORTLEV","","","2025-10-13","0","0","300","300","UN","300","300","UN","0L","MM 0020, vendas, livre","BRL","1044.00","0","12:49:02","1","16","08","01","B","","","","",
"1012","AEL","HID160901A","89800480","RALO LINEAR GRELHA BR 70CM","","","2026-01-09","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","1211.80","0","09:53:59","1","16","09","01","A","","","","",
"1012","AEL","HID160901A","89466853","TE RED LIGAFACIL ESG SN DN100X50 ESTRELA","","","2025-08-30","0","0","31","31","UN","31","31","UN","0L","MM 0020, vendas, livre","BRL","874.20","0","09:39:00","1","16","09","01","A","","","","",
"1012","AEL","HID160901A","89042261","CORPO CAIXA SIFONADA 150X150X50MM TIGRE","","","2025-05-15","0","0","12","12","UN","12","12","UN","0L","MM 0020, vendas, livre","BRL","374.88","0","16:06:11","1","16","09","01","A","","","","",
"1012","AEL","HID160901A","89042415","CAIXA SIFONADA RED BR 250X230X75MM TIGRE","","","2026-01-06","0","0","3","3","UN","3","3","UN","0L","MM 0020, vendas, livre","BRL","282.90","0","13:44:30","1","16","09","01","A","","","","",
"1012","AEL","HID160902A","89040763","VALV RETENCAO MEIO ESG SN DN150 TIGRE","","","2025-03-15","0","0","4","4","UN","4","4","UN","0L","MM 0020, vendas, livre","BRL","813.28","0","09:59:46","1","16","09","02","A","","","","",
"1012","AEL","HID160902A","89042940","RALO LINEAR GRELHA CZ 90CM TIGRE","","","2025-10-23","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","2466.40","0","15:53:41","1","16","09","02","A","","","","",
"1012","AEL","HID160902A","89311341","PORTA GRELHA QD/GR RED CR DN100 LUCONI","","","2024-12-11","0","0","158","158","UN","158","158","UN","0L","MM 0020, vendas, livre","BRL","483.48","0","15:26:22","1","16","09","02","A","","","","",
"1012","AEL","HID161001A","89040161","JOELHO 90 ESG SN PVC DN100 TIGRE","","","2025-12-16","0","0","400","400","UN","400","400","UN","0L","MM 0020, vendas, livre","BRL","2164.00","0","18:51:36","1","16","10","01","A","","","","",
"1012","AEL","HID161101A","89497884","RALO PISO CLICK QUAD CR 15X15CM BOGNAR","","","2025-12-12","0","0","12","12","UN","12","12","UN","0L","MM 0020, vendas, livre","BRL","291.48","0","10:25:44","1","16","11","01","A","","","","",
"1012","AEL","HID161101A","89699764","CAIXA SIFONADA QUAD BR 250X200MM ASTRA","","","2025-03-10","0","0","4","4","UN","4","4","UN","0L","MM 0020, vendas, livre","BRL","322.68","0","12:42:37","1","16","11","01","A","","","","",
"1012","AEL","HID161101A","89699771","CAIXA SIFONADA QUAD BR 250X200MM ASTRA","","","2025-06-16","0","0","4","4","UN","4","4","UN","0L","MM 0020, vendas, livre","BRL","336.76","0","08:48:40","1","16","11","01","A","","","","",
"1012","AEL","HID161101A","89040385","LUVA SIMPLES ESG SN PVC DN100 TIGRE","","","2025-12-16","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","260.40","0","18:51:38","1","16","11","01","A","","","","",
"1012","AEL","HID161101A","89042401","CAIXA SIFONADA RED BR 250X172X50MM TIGRE","","","2025-12-16","0","0","16","16","UN","16","16","UN","0L","MM 0020, vendas, livre","BRL","1149.28","0","18:51:39","1","16","11","01","A","","","","",
"1012","AEL","HID161101A","89207811","CURVA 90 LONGA ESG SN PVC DN100 FORTLEV","","","2025-12-19","0","0","16","16","UN","16","16","UN","0L","MM 0020, vendas, livre","BRL","428.16","0","09:57:12","1","16","11","01","A","","","","",
"1012","AEL","HID161101A","89288115","TE LIGAFACIL ESG SN DN100 ESTRELA","","","2025-12-15","0","0","11","11","UN","11","11","UN","0L","MM 0020, vendas, livre","BRL","347.38","0","13:40:16","1","16","11","01","A","","","","",
"1012","AEL","HID161101A","89290173","CURVA 90 CURTA ESG SN PVC DN100 FORTLEV","","","2025-12-11","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","125.00","0","17:32:26","1","16","11","01","A","","","","",
"1012","AEL","HID161102A","89042415","CAIXA SIFONADA RED BR 250X230X75MM TIGRE","","","2025-10-09","0","0","6","6","UN","6","6","UN","0L","MM 0020, vendas, livre","BRL","565.80","0","16:22:49","1","16","11","02","A","","","","",
"1012","AEL","HID161102A","89040756","VALV RETENCAO MEIO ESG SN DN100 TIGRE","","","2025-10-09","0","0","15","15","UN","15","15","UN","0L","MM 0020, vendas, livre","BRL","1344.60","0","16:22:47","1","16","11","02","A","","","","",
"1012","AEL","HID161102A","89540220","CAIXA SIFONADA QUAD BR 100X100X50MM KRON","","","2025-12-09","0","0","28","28","UN","28","28","UN","0L","MM 0020, vendas, livre","BRL","201.32","0","14:11:47","1","16","11","02","A","","","","",
"1012","AEL","HID161102A","89789091","GRELHA ABRE FEC RED PVC PT DN150 ESTRELA","","","2025-01-29","0","0","160","160","UN","160","160","UN","0L","MM 0020, vendas, livre","BRL","1172.80","0","10:48:53","1","16","11","02","A","","","","",
"1012","AEL","HID161201A","89045306","CX DESCARGA BR 6/9L ASTRA","","","2025-09-19","0","0","50","50","UN","50","50","UN","0L","MM 0020, vendas, livre","BRL","1396.00","0","07:47:42","1","16","12","01","A","","","","",
"1012","AEL","HID161301A","89039972","CURVA 90 CURTA ESG SN PVC DN100 TIGRE","","","2025-10-14","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","303.60","0","11:11:33","1","16","13","01","A","","","","",
"1012","AEL","HID161301A","89040105","JOELHO 45 ESG SN PVC DN150 TIGRE","","","2026-01-29","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","851.60","0","11:28:18","1","16","13","01","A","","","","",
"1012","AEL","HID161301A","89040280","JUNCAO RED ESG SN PVC DN150X100 TIGRE","","","2025-10-07","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","536.80","0","17:02:47","1","16","13","01","A","","","","",
"1012","AEL","HID161301A","89040483","REDUCAO EXC ESG SN PVC DN150X100 TIGRE","","","2026-01-29","0","0","33","33","UN","33","33","UN","0L","MM 0020, vendas, livre","BRL","671.55","0","11:28:15","1","16","13","01","A","","","","",
"1012","AEL","HID161301A","89207615","LUVA CORRER ESG SN PVC DN100 FORTLEV","","","2025-09-12","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","217.20","0","11:39:52","1","16","13","01","A","","","","",
"1012","AEL","HID161301A","89289690","REDUCAO EXC ESG SN PVC DN100X75 FORTLEV","","","2025-12-11","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","365.40","0","17:27:24","1","16","13","01","A","","","","",
"1012","AEL","HID161301A","89290152","CURVA 90 CURTA ESG SN PVC DN50 FORTLEV","","","2025-12-11","0","0","120","120","UN","120","120","UN","0L","MM 0020, vendas, livre","BRL","717.60","0","17:32:29","1","16","13","01","A","","","","",
"1012","AEL","HID161301A","89290250","JUNCAO RED ESG SN PVC DN100X75 FORTLEV","","","2026-01-16","0","0","50","50","UN","50","50","UN","0L","MM 0020, vendas, livre","BRL","905.00","0","14:57:35","1","16","13","01","A","","","","",
"1012","AEL","HID161302A","89289326","TE RED ESG SN PVC DN100X50 FORTLEV","","","2025-12-11","0","0","30","30","UN","30","30","UN","0L","MM 0020, vendas, livre","BRL","234.90","0","17:27:32","1","16","13","02","A","","","","",
"1012","AEL","HID161302A","89290180","JOELHO 45 ESG SN PVC DN75 FORTLEV","","","2025-12-11","0","0","330","330","UN","330","330","UN","0L","MM 0020, vendas, livre","BRL","1630.20","0","17:32:31","1","16","13","02","A","","","","",
"1012","AEL","HID161302A","89289585","LUVA SIMPLES ESG SN PVC DN75 FORTLEV","","","2026-01-09","0","0","140","140","UN","140","140","UN","0L","MM 0020, vendas, livre","BRL","435.40","0","09:48:33","1","16","13","02","A","","","","",
"1012","AEL","HID161302A","89040070","JOELHO 45 ESG SN PVC DN50 TIGRE","","","2025-08-21","0","0","135","135","UN","135","135","UN","0L","MM 0020, vendas, livre","BRL","324.00","0","11:38:33","1","16","13","02","A","","","","",
"1012","AEL","HID161303A","89800354","LUVA ESG SN DN 200 FORTLEV","","","2026-01-09","0","0","27","27","UN","27","27","UN","0L","MM 0020, vendas, livre","BRL","844.83","0","09:48:40","1","16","13","03","A","","","","",
"1012","AEL","HID161303A","89207615","LUVA CORRER ESG SN PVC DN100 FORTLEV","","","2026-01-09","0","0","140","140","UN","140","140","UN","0L","MM 0020, vendas, livre","BRL","1520.40","0","09:48:48","1","16","13","03","A","","","","",
"1012","AEL","HID161401A","89240571","TUBO ESG SN PVC 1M DN100 AMBARTECH-TIGRE","","","2024-10-02","0","0","56","56","UN","56","56","UN","0L","MM 0020, vendas, livre","BRL","1206.24","0","08:55:37","1","16","14","01","A","","","","",
"1012","AEL","HID161401B","89290222","JUNCAO SIMPLES ESG SN PVC DN100 FORTLEV","","","2025-10-17","0","0","100","100","UN","100","100","UN","0L","MM 0020, vendas, livre","BRL","1094.00","0","13:11:24","1","16","14","01","B","","","","",
"1012","AEL","HID161401B","89290236","JUNCAO RED ESG SN PVC DN100X50 FORTLEV","","","2025-10-13","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","436.00","0","12:49:02","1","16","14","01","B","","","","",
"1012","AEL","HID161501A","89289361","REDUCAO EXC ESG SN PVC DN100X50 FORTLEV","","","2025-11-19","0","0","60","60","UN","60","60","UN","0L","MM 0020, vendas, livre","BRL","272.40","0","10:21:51","1","16","15","01","A","","","","",
"1012","AEL","HID161501A","89289326","TE RED ESG SN PVC DN100X50 FORTLEV","","","2026-01-12","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","78.30","0","16:44:33","1","16","15","01","A","","","","",
"1012","AEL","HID161501A","89290222","JUNCAO SIMPLES ESG SN PVC DN100 FORTLEV","","","2025-12-13","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","218.80","0","11:16:36","1","16","15","01","A","","","","",
"1012","AEL","HID161501A","89290215","JUNCAO SIMPLES ESG SN PVC DN75 FORTLEV","","","2025-11-21","0","0","10","10","UN","10","10","UN","0L","MM 0020, vendas, livre","BRL","105.60","0","16:20:54","1","16","15","01","A","","","","",
"1012","AEL","HID161501A","89290201","JUNCAO SIMPLES ESG SN PVC DN50 FORTLEV","","","2025-10-17","0","0","50","50","UN","50","50","UN","0L","MM 0020, vendas, livre","BRL","284.00","0","13:11:21","1","16","15","01","A","","","","",
"1012","AEL","HID161501A","89290180","JOELHO 45 ESG SN PVC DN75 FORTLEV","","","2025-12-09","0","0","70","70","UN","70","70","UN","0L","MM 0020, vendas, livre","BRL","345.80","0","15:25:30","1","16","15","01","A","","","","",
"1012","AEL","HID161501A","89417363","PROLONG CX SIFONADA 20CM DN100 FORTLEV","","","2025-08-27","0","0","38","38","UN","38","38","UN","0L","MM 0020, vendas, livre","BRL","189.62","0","20:54:11","1","16","15","01","A","","","","",
"1012","AEL","HID161501A","89417370","PROLONG CX SIFONADA 20CM DN150 FORTLEV","","","2025-08-08","0","0","9","9","UN","9","9","UN","0L","MM 0020, vendas, livre","BRL","84.51","0","11:47:07","1","16","15","01","A","","","","",
"1012","AEL","HID161501A","89634125","RALO LINEAR INVISIVEL BR 90CM ESTRELA","","","2025-10-10","0","0","19","19","UN","19","19","UN","0L","MM 0020, vendas, livre","BRL","1634.00","0","09:13:40","1","16","15","01","A","","","","",
"1012","AEL","HID161502A","89634083","RALO LINEAR INVISIVEL BR 50CM ESTRELA","","","2025-12-15","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","980.40","0","13:00:47","1","16","15","02","A","","","","",
"1012","AEL","HID161502A","89634104","RALO LINEAR INVISIVEL BR 70CM ESTRELA","","","2025-11-14","0","0","8","8","UN","8","8","UN","0L","MM 0020, vendas, livre","BRL","519.12","0","17:35:44","1","16","15","02","A","","","","",
"1012","AEL","HID161502A","89783253","GRELHA FEC AUT MAX RED ABS CR DN100 EST","","","2025-12-15","0","0","1","1","UN","1","1","UN","0L","MM 0020, vendas, livre","BRL","9.60","0","13:40:16","1","16","15","02","A","","","","",
"1012","AEL","HID161502A","89466902","RALO LINEAR GRELHA CEGA INOX 70CM ESTR","","","2025-11-14","0","0","32","32","UN","32","32","UN","0L","MM 0020, vendas, livre","BRL","4033.28","0","17:35:44","1","16","15","02","A","","","","",
"1012","AEL","HID161502A","89522615","RALO LINEAR INVISIVEL PREMIUM LAT 70CM","","","2025-02-07","0","0","4","4","UN","4","4","UN","0L","MM 0020, vendas, livre","BRL","560.36","0","15:59:55","1","16","15","02","A","","","","",
"1012","AEL","HID161502A","89405470","RALO LINEAR GRELHA INOX 70CM ESTRELA","","","2024-09-09","0","0","2","2","UN","2","2","UN","0L","MM 0020, vendas, livre","BRL","212.14","0","09:40:13","1","16","15","02","A","","","","",
"1012","AEL","HID161502A","89427611","RALO LINEAR INVISIVEL BR 70CM TIGRE","","","2025-12-16","0","0","11","11","UN","11","11","UN","0L","MM 0020, vendas, livre","BRL","1403.82","0","18:51:25","1","16","15","02","A","","","","",
"1012","AEL","HID161502A","89042933","RALO LINEAR GRELHA BR 90CM TIGRE","","","2025-11-24","0","0","4","4","UN","4","4","UN","0L","MM 0020, vendas, livre","BRL","338.56","0","07:09:43","1","16","15","02","A","","","","",
"1012","AEL","HID161503A","89039972","CURVA 90 CURTA ESG SN PVC DN100 TIGRE","","","2025-12-16","0","0","30","30","UN","30","30","UN","0L","MM 0020, vendas, livre","BRL","455.40","0","18:51:33","1","16","15","03","A","","","","",
"1012","AEL","HID161503A","89040070","JOELHO 45 ESG SN PVC DN50 TIGRE","","","2025-12-16","0","0","135","135","UN","135","135","UN","0L","MM 0020, vendas, livre","BRL","324.00","0","18:51:35","1","16","15","03","A","","","","",
"1012","AEL","HID161503A","89040112","JOELHO 90 VISITA ESG SN DN100X50 TIGRE","","","2025-12-16","0","0","20","20","UN","20","20","UN","0L","MM 0020, vendas, livre","BRL","381.20","0","18:51:17","1","16","15","03","A","","","","",
"1012","AEL","HID161503A","89040392","LUVA SIMPLES ESG SN PVC DN150 TIGRE","","","2025-12-16","0","0","14","14","UN","14","14","UN","0L","MM 0020, vendas, livre","BRL","302.40","0","18:51:40","1","16","15","03","A","","","","",
"1012","AEL","HID161503A","89289802","REDUCAO EXC ESG SN PVC DN75X50 FORTLEV","","","2026-01-30","0","0","120","120","UN","120","120","UN","0L","MM 0020, vendas, livre","BRL","472.80","0","10:54:13","1","16","15","03","A","","","","",
"1012","AEL","HID161504A","89040553","TE RED ESG SN PVC DN100X50 TIGRE","","","2026-01-06","0","0","50","50","UN","50","50","UN","0L","MM 0020, vendas, livre","BRL","519.50","0","13:43:58","1","16","15","04","A","","","","",
"1012","AEL","HID161504A","89040392","LUVA SIMPLES ESG SN PVC DN150 TIGRE","","","2026-01-06","0","0","15","15","UN","15","15","UN","0L","MM 0020, vendas, livre","BRL","324.00","0","13:44:00","1","16","15","04","A","","","","",
"1012","AEL","HID161504A","89440911","TE ESG SR PVC DN75 AMANCO","","","2025-06-06","0","0","16","16","UN","16","16","UN","0L","MM 0020, vendas, livre","BRL","294.24","0","11:47:46","1","16","15","04","A","","","","",
"1012","AEL","HID161504A","89440834","CAP ESG SR PVC DN150 AMANCO","","","2025-06-06","0","0","24","24","UN","24","24","UN","0L","MM 0020, vendas, livre","BRL","1047.12","0","11:47:46","1","16","15","04","A","","","","",
"1012","AEL","HID161504A","89440750","JUNCAO SIMPLES ESG SR PVC DN50 AMANCO","","","2025-06-06","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","510.80","0","11:47:46","1","16","15","04","A","","","","",
"1012","AEL","HID161504A","89440736","JUNCAO SIMPLES ESG SR PVC DN100 AMANCO","","","2025-05-16","0","0","9","9","UN","9","9","UN","0L","MM 0020, vendas, livre","BRL","277.02","0","13:37:29","1","16","15","04","A","","","","",
"1012","AEL","HID161504A","89440701","JUNCAO RED ESG SR PVC DN100X50 AMANCO","","","2025-02-07","0","0","40","40","UN","40","40","UN","0L","MM 0020, vendas, livre","BRL","845.60","0","10:45:39","1","16","15","04","A","","","","",
